,video_name,question,answer
7545,im-nQ-KEzaQ,какого пола человек в фартуке,женский
5889,AKQqaMyZtf8,что перед человеком на видео,опавшие листья
7053,Us795clHJmw,какого пола человек с завязанными глазами,мужской
15798,fI12XNNqldA,"что происходит, когда землю удаляют",обрезка корня
10176,SsAmEJvdpyU,что надето на левой руке черного человека с короткими рукавами,защита запястья
10065,FRzN9ApCxW8,что делает мужчина в белом халате,сорняк
10579,KYtV2vpwuVw,куда упала красная одежда,поворотное место
237,d40Tv56RrnA,какая погода на видео,Солнечный
5307,AItKK-a8eEI,насколько сложно заниматься серфингом,трудный
14478,9DVsv84awMg,какие отношения между игроками в разных костюмах на видео,противник
